Date,Latitude,Longitude,Max_Temperature,Min_Temperature,Rainfall
2024-01-01,8.5,77.5,31.550276,23.830996,0.0
2024-01-01,8.5,78.5,31.19336,23.747082,0.0
2024-01-01,9.5,76.5,30.647137,22.639338,0.0
2024-01-01,9.5,77.5,30.270767,22.147245,0.0
2024-01-01,9.5,78.5,29.340067,21.727407,0.0
2024-01-01,9.5,79.5,29.918375,22.47361,0.0
2024-01-01,10.5,76.5,28.73094,20.2266,0.0
2024-01-01,10.5,77.5,27.48474,18.449718,0.0101767359301447
2024-01-01,10.5,78.5,29.144375,20.477139,0.0
2024-01-01,10.5,79.5,29.945211,22.570404,0.0
2024-01-01,11.5,76.5,28.002136,18.376728,0.0
2024-01-01,11.5,77.5,27.22816,17.464516,0.0
2024-01-01,11.5,78.5,30.407804,20.578909,0.0
2024-01-01,11.5,79.5,30.345243,21.983156,0.0787048712372779
2024-01-01,12.5,75.5,30.12115,18.946686,0.0
2024-01-01,12.5,76.5,26.275787,15.650428,0.0
2024-01-01,12.5,77.5,27.875498,17.390549,0.0
2024-01-01,12.5,78.5,28.756414,18.624191,0.0
2024-01-01,12.5,79.5,29.520731,19.65627,0.0
2024-01-01,12.5,80.5,29.88146,20.839184,0.0
2024-01-01,13.5,75.5,30.379679,17.967218,0.0
2024-01-01,13.5,76.5,28.671326,16.760077,0.0
2024-01-01,13.5,77.5,28.273394,17.033325,0.0
2024-01-01,13.5,78.5,28.58009,17.86768,0.0
2024-01-01,13.5,79.5,29.043488,19.080769,0.0
2024-01-01,13.5,80.5,29.47292,20.10962,0.0
2024-01-01,14.5,74.5,32.056824,17.942295,0.0
2024-01-01,14.5,75.5,30.820936,16.15351,0.0
2024-01-01,14.5,76.5,29.602291,16.177523,0.0
2024-01-01,14.5,77.5,29.904322,17.589724,0.0
2024-01-01,14.5,78.5,29.734934,18.163609,0.0
2024-01-01,14.5,79.5,29.887514,19.826468,0.0
2024-01-01,14.5,80.5,30.06485,20.56412,0.0
2024-01-01,15.5,74.5,32.307964,18.295258,0.0
2024-01-01,15.5,75.5,31.341154,16.489647,0.0
2024-01-01,15.5,76.5,30.895811,16.480415,0.0
2024-01-01,15.5,77.5,31.023977,16.92701,0.0
2024-01-01,15.5,78.5,30.791073,18.685764,0.0
2024-01-01,15.5,79.5,30.41071,19.447384,0.0
2024-01-01,15.5,80.5,29.676348,19.679838,0.0
2024-01-01,16.5,73.5,32.793915,19.085436,0.0
2024-01-01,16.5,74.5,31.578154,17.320583,0.0
2024-01-01,16.5,75.5,30.808775,16.365124,0.0
2024-01-01,16.5,76.5,30.759443,16.305311,0.0
2024-01-01,16.5,77.5,30.474869,16.531822,0.0
2024-01-01,16.5,78.5,29.995127,17.717762,0.0
2024-01-01,16.5,79.5,30.06504,19.393562,0.0
2024-01-01,16.5,80.5,29.643751,20.29127,0.0
2024-01-01,16.5,81.5,29.164047,20.98506,0.0
2024-01-01,17.5,73.5,31.19196,17.135517,0.0
2024-01-01,17.5,74.5,31.252634,15.7527485,0.0
2024-01-01,17.5,75.5,31.02499,15.608712,0.0
2024-01-01,17.5,76.5,30.223787,15.511202,0.0
2024-01-01,17.5,77.5,30.369188,16.003012,0.0
2024-01-01,17.5,78.5,29.731564,17.153637,0.0
2024-01-01,17.5,79.5,29.559675,18.499998,0.0
2024-01-01,17.5,80.5,28.7757,19.141344,0.0
2024-01-01,17.5,81.5,28.245451,19.665476,0.0
2024-01-01,17.5,82.5,27.615593,19.839731,0.0
2024-01-01,17.5,83.5,27.368078,17.67107,0.0
2024-01-01,18.5,73.5,31.06468,17.563677,0.0
2024-01-01,18.5,74.5,30.734827,15.333462,0.0
2024-01-01,18.5,75.5,30.58757,14.1590805,0.0
2024-01-01,18.5,76.5,30.41441,15.104306,0.0
2024-01-01,18.5,77.5,29.823784,15.219776,0.0
2024-01-01,18.5,78.5,29.516178,15.276164,0.0
2024-01-01,18.5,79.5,28.92981,17.271648,0.0
2024-01-01,18.5,80.5,28.526155,17.572565,0.0
2024-01-01,18.5,81.5,27.874138,18.571512,0.0
2024-01-01,18.5,82.5,27.478561,17.639643,0.0
2024-01-01,18.5,83.5,27.252417,15.964417,0.0
2024-01-01,18.5,84.5,27.468729,16.088694,0.0
2024-01-01,19.5,73.5,31.435019,17.272345,0.0
2024-01-01,19.5,74.5,31.533535,14.811835,0.0
2024-01-01,19.5,75.5,30.361917,14.624258,0.0
2024-01-01,19.5,76.5,30.149872,15.037172,0.0
2024-01-01,19.5,77.5,29.26367,14.399868,0.0
2024-01-01,19.5,78.5,29.245094,14.573587,0.0
2024-01-01,19.5,79.5,29.09649,14.985079,0.0
2024-01-01,19.5,80.5,28.29522,15.8847,0.0
2024-01-01,19.5,81.5,27.793385,14.878013,0.0
2024-01-01,19.5,82.5,26.880121,14.174492,0.0
2024-01-01,19.5,83.5,27.534771,14.583034,0.0
2024-01-01,19.5,84.5,27.376644,14.23921,0.0
2024-01-01,19.5,85.5,27.126825,15.655261,0.0
2024-01-01,20.5,73.5,30.967957,17.255337,0.0
2024-01-01,20.5,74.5,29.834066,15.541918,0.0
2024-01-01,20.5,75.5,30.077862,14.867032,0.0
2024-01-01,20.5,76.5,29.637436,15.058764,0.0
2024-01-01,20.5,77.5,29.282925,14.236053,0.0
2024-01-01,20.5,78.5,28.752153,14.217916,0.0
2024-01-01,20.5,79.5,27.497122,13.95512,0.0
2024-01-01,20.5,80.5,28.382505,13.416105,0.0
2024-01-01,20.5,81.5,27.331022,12.51895,0.0
2024-01-01,20.5,82.5,27.470713,12.043961,0.0
2024-01-01,20.5,83.5,27.534334,12.460434,0.0
2024-01-01,20.5,84.5,27.543034,13.612754,0.0
2024-01-01,20.5,85.5,26.975676,15.446148,0.0
2024-01-01,20.5,86.5,26.310726,16.395376,0.0
2024-01-01,21.5,70.5,29.133703,15.778728,0.0
2024-01-01,21.5,71.5,30.179058,15.610063,0.0
2024-01-01,21.5,72.5,29.76933,16.2374,0.0
2024-01-01,21.5,73.5,29.243298,15.78648,0.0
2024-01-01,21.5,74.5,29.23006,14.304204,0.0
2024-01-01,21.5,75.5,28.280771,14.147363,0.0
2024-01-01,21.5,76.5,28.475561,13.8382,0.0
2024-01-01,21.5,77.5,27.985998,13.525726,0.0
2024-01-01,21.5,78.5,27.096516,13.204333,0.0
2024-01-01,21.5,79.5,27.271467,12.769931,0.0
2024-01-01,21.5,80.5,27.249313,12.787536,0.0
2024-01-01,21.5,81.5,27.619226,12.596985,0.0
2024-01-01,21.5,82.5,27.539238,12.525019,0.0
2024-01-01,21.5,83.5,27.040155,11.811163,0.0
2024-01-01,21.5,84.5,26.959791,12.234553,0.0
2024-01-01,21.5,85.5,27.002539,14.353429,0.0
2024-01-01,21.5,86.5,25.86553,14.6688595,0.0
2024-01-01,21.5,87.5,24.43533,15.454399,0.0
2024-01-01,22.5,69.5,28.829613,15.116425,0.0
2024-01-01,22.5,70.5,28.922121,15.111022,0.0
2024-01-01,22.5,71.5,29.307564,15.222991,0.0
2024-01-01,22.5,72.5,29.255579,15.724891,0.0
2024-01-01,22.5,73.5,27.723637,15.792565,0.0
2024-01-01,22.5,74.5,27.126488,13.985785,0.0
2024-01-01,22.5,75.5,26.952759,12.642521,0.0
2024-01-01,22.5,76.5,26.991026,11.965975,0.0
2024-01-01,22.5,77.5,24.942427,11.726996,0.0
2024-01-01,22.5,78.5,25.953287,11.803114,0.0
2024-01-01,22.5,79.5,26.047438,11.436506,0.0
2024-01-01,22.5,80.5,25.893438,10.773711,0.0
2024-01-01,22.5,81.5,26.47604,11.95053,0.0
2024-01-01,22.5,82.5,26.193647,11.937163,0.0
2024-01-01,22.5,83.5,25.094786,12.081931,0.0
2024-01-01,22.5,84.5,25.82775,12.060709,0.0
2024-01-01,22.5,85.5,25.636406,12.680561,0.0
2024-01-01,22.5,86.5,24.9646,13.630957,0.0
2024-01-01,22.5,87.5,23.277243,14.835423,0.0
2024-01-01,22.5,88.5,23.529053,14.424555,0.0
2024-01-01,23.5,69.5,28.500912,14.182393,0.0
2024-01-01,23.5,70.5,28.474508,14.253597,0.0
2024-01-01,23.5,71.5,27.280014,13.537336,0.0
2024-01-01,23.5,72.5,27.085688,12.460112,0.0
2024-01-01,23.5,73.5,26.050615,13.196281,0.0
2024-01-01,23.5,74.5,25.268217,11.565889,0.0
2024-01-01,23.5,75.5,25.061535,11.843759,0.0
2024-01-01,23.5,76.5,24.653349,11.082979,0.0
2024-01-01,23.5,77.5,23.505266,11.239495,0.0
2024-01-01,23.5,78.5,23.151873,11.14156,0.0
2024-01-01,23.5,79.5,23.95405,10.51088,0.0
2024-01-01,23.5,80.5,24.440262,9.347636,0.0
2024-01-01,23.5,81.5,23.361334,9.177767,0.0
2024-01-01,23.5,82.5,24.490671,10.136046,0.0
2024-01-01,23.5,83.5,23.966526,10.593304,0.0
2024-01-01,23.5,84.5,23.85263,10.887427,0.0
2024-01-01,23.5,85.5,24.18185,11.367401,0.0
2024-01-01,23.5,86.5,24.140646,13.504269,0.0
2024-01-01,23.5,87.5,23.298662,13.960426,0.0
2024-01-01,23.5,88.5,22.883093,14.184616,0.0
2024-01-01,23.5,91.5,22.012365,10.669269,0.0
2024-01-01,23.5,92.5,21.915611,10.566073,0.0
2024-01-01,23.5,93.5,22.930756,10.001563,0.0
2024-01-01,24.5,68.5,26.916918,13.1224,0.0
2024-01-01,24.5,69.5,26.836636,13.204248,0.0
2024-01-01,24.5,70.5,26.215881,12.123622,0.0
2024-01-01,24.5,71.5,26.05601,11.387471,0.0
2024-01-01,24.5,72.5,26.288895,10.9121895,0.0
2024-01-01,24.5,73.5,24.964582,10.584321,0.0
2024-01-01,24.5,74.5,23.972818,10.9633465,0.0
2024-01-01,24.5,75.5,23.558176,10.030109,0.0
2024-01-01,24.5,76.5,21.770563,10.943711,0.0
2024-01-01,24.5,77.5,21.36197,10.677095,0.0
2024-01-01,24.5,78.5,21.635633,10.117561,0.0
2024-01-01,24.5,79.5,20.518492,9.943768,0.0
2024-01-01,24.5,80.5,21.90174,8.974488,0.0
2024-01-01,24.5,81.5,21.626682,8.707067,0.0
2024-01-01,24.5,82.5,21.102844,8.526447,0.0
2024-01-01,24.5,83.5,20.085863,8.416607,0.0
2024-01-01,24.5,84.5,19.532318,10.152992,0.0
2024-01-01,24.5,85.5,19.698818,12.03428,0.0
2024-01-01,24.5,86.5,20.246878,13.86589,0.0
2024-01-01,24.5,87.5,21.63777,14.172474,0.0
2024-01-01,24.5,88.5,22.595383,13.322882,0.0
2024-01-01,24.5,91.5,21.642036,10.400867,0.0
2024-01-01,24.5,92.5,22.475382,9.962303,0.0
2024-01-01,24.5,93.5,22.8444,10.021147,0.0
2024-01-01,24.5,94.5,22.289566,9.140448,0.0
2024-01-01,25.5,70.5,24.454033,9.958464,0.0
2024-01-01,25.5,71.5,24.850435,9.505869,0.0
2024-01-01,25.5,72.5,23.039495,8.980856,0.0
2024-01-01,25.5,73.5,22.511925,8.206941,0.0
2024-01-01,25.5,74.5,22.437002,9.243018,0.0
2024-01-01,25.5,75.5,19.977224,9.627164,0.0
